package,category,file,message
to-regex-range-5.0.1,GENERATE_TYPES,1,"index.js(186,9): error TS2551: Property 'string' does not exist on type 'string'. Did you mean 'toString'?"
to-regex-range-5.0.1,GENERATE_TYPES,1,"index.js(186,30): error TS2339: Property 'pattern' does not exist on type 'string'."
to-regex-range-5.0.1,GENERATE_TYPES,1,"index.js(186,57): error TS2339: Property 'count' does not exist on type 'string'."
to-regex-range-5.0.1,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2058,36): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
to-regex-range-5.0.1,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2062,37): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
to-regex-range-5.0.1,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2066,39): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
to-regex-range-5.0.1,GENERATE_TYPES,1,"node_modules/@types/node/web-globals/fetch.d.ts(3,25): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
to-regex-range-5.0.1,GENERATE_TYPES,1,"node_modules/@types/node/worker_threads.d.ts(66,34): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/generated/ast-spec.d.ts(10,33): error TS2792: Cannot find module 'typescript'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/generated/ast-spec.d.ts(1210,26): error TS2430: Interface 'PunctuatorTokenToText' incorrectly extends interface 'AssignmentOperatorToText'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,  'number' index signatures are incompatible.
